"FW","Ecosystem","TL","TTE"
"415","marine","2_3",0.0670019439131151
"429","marine","2_3",0.0532335450375156
"431","marine","2_3",0.113149724966741
"432","marine","2_3",0.0764561266394918
"433","marine","2_3",0.0103509407793048
"434","marine","2_3",0.186773629617563
"435","marine","2_3",0.186855534142951
"436","marine","2_3",0.251235860863318
"438","marine","2_3",0.155815777344733
"439","marine","2_3",0.112357628325955
"441","marine","2_3",0.150840747621723
"443","marine","2_3",0.264464193322813
"444","marine","2_3",0.260563636718065
"446","marine","2_3",0.159449604483269
"447","marine","2_3",0.0586846725172001
"448","marine","2_3",0.246525714267345
"450","marine","2_3",0.055158662594881
"452","marine","2_3",0.518945519438189
"456","marine","2_3",0.109396065074412
"457","marine","2_3",0.214189128640483
"459","marine","2_3",0.207329668143458
"461","marine","2_3",0.152394396369404
"462","marine","2_3",0.03116996342469
"464","marine","2_3",0.0282834553095295
"465","marine","2_3",0.158208786528792
"466","marine","2_3",0.202491533104181
"467","marine","2_3",0.101376642809845
"468","marine","2_3",0.0587030325753646
"473","marine","2_3",0.262273438440188
"477","marine","2_3",0.290269648808567
"478","marine","2_3",0.264002303123588
"479","marine","2_3",0.264157505770662
"485","marine","2_3",0.221731462986679
"486","marine","2_3",0.161170317896858
"487","marine","2_3",0.05758771425347
"488","marine","2_3",0.110374728619631
"489","marine","2_3",0.0552770857137981
"490","marine","2_3",0.0710372174181676
"495","marine","2_3",0.198124530886883
"496","marine","2_3",0.091170580187558
"497","marine","2_3",0.162395820112435
"499","marine","2_3",0.0723629508535818
"513","marine","2_3",0.221029664619597
"518","marine","2_3",0.114052870211139
"519","marine","2_3",0.105451698411151
"520","marine","2_3",0.103457781394466
"521","marine","2_3",0.164956890651322
"526","marine","2_3",0.147960749543995
"537","marine","2_3",0.0108094328932488
"567","marine","2_3",0.0511482541485812
"568","marine","2_3",0.0143311684770629
"608","marine","2_3",0.115130500458007
"633","marine","2_3",0.144832274669034
"634","marine","2_3",0.144677171653034
"637","marine","2_3",0.0813130501439727
"646","marine","2_3",0.0811973815511981
"650","marine","2_3",0.124650594466813
"651","marine","2_3",0.12978579615364
"655","marine","2_3",0.1517837437063
"658","marine","2_3",0.0635072295160857
"664","marine","2_3",0.0295010782224569
"674","marine","2_3",0.154915382254491
"675","marine","2_3",0.150567396354696
"677","marine","2_3",0.077959789233369
"680","marine","2_3",0.328362010577657
"682","marine","2_3",0.0998712167905224
"687","marine","2_3",0.188566707576506
"689","marine","2_3",0.0376465112651585
"691","marine","2_3",0.0191659172594407
"692","marine","2_3",0.123034794595685
"693","marine","2_3",0.201907616679524
"703","marine","2_3",0.190841155878146
"704","marine","2_3",0.190867730393484
"705","marine","2_3",0.178009043213885
"706","marine","2_3",0.18837195990229
"707","marine","2_3",0.16481226313559
"711","marine","2_3",0.171017207826546
"725","marine","2_3",0.0667100640642317
"726","marine","2_3",0.0722840607986069
"727","marine","2_3",0.0337679635258211
"728","marine","2_3",0.256224321773597
"730","marine","2_3",0.0230472224900659
"731","marine","2_3",0.241563514050358
"732","marine","2_3",0.150451889413228
"733","marine","2_3",0.153103531153412
"734","marine","2_3",0.134396959030302
"735","marine","2_3",0.146295327108399
"736","marine","2_3",0.138471237435946
"737","marine","2_3",0.143757576857019
"738","marine","2_3",0.222108351280839
"739","marine","2_3",0.27713693032341
"740","marine","2_3",0.123853551125309
"741","marine","2_3",0.197640919791404
"742","marine","2_3",0.134570670897557
"743","marine","2_3",0.0959005954018293
"744","freshwater","2_3",0.0738856612047702
"M1","marine","2_3",0.124597616103114
"M10","marine","2_3",0.220019106540577
"M100","marine","2_3",0.0937234026080767
"M101","marine","2_3",0.107392785237116
"M102","marine","2_3",0.0172994575127175
"M103","marine","2_3",0.0751602174072847
"M104","freshwater","2_3",0.0135714853521111
"M106","marine","2_3",0.132127974890356
"M107","marine","2_3",0.138448059916797
"M108","marine","2_3",0.153107275065493
"M109","marine","2_3",0.235400817770429
"M11","marine","2_3",0.131882826158903
"M110","marine","2_3",0.137000930629116
"M111","marine","2_3",0.0959432368381097
"M112","marine","2_3",0.0382701725264314
"M113","marine","2_3",0.027358612549495
"M114","marine","2_3",0.259047636919275
"M115","marine","2_3",0.0649711137963343
"M116","marine","2_3",0.055260310996809
"M12","marine","2_3",0.0258256487478984
"M13","marine","2_3",0.112467706215931
"M14","freshwater","2_3",0.0175206726369097
"M15","freshwater","2_3",0.0449494158834591
"M16","freshwater","2_3",0.089797302112853
"M17","marine","2_3",0.0817652515613893
"M18","marine","2_3",0.0978169751699236
"M19","marine","2_3",0.144378440284645
"M2","marine","2_3",0.114369457188377
"M20","marine","2_3",0.0432219617797154
"M21","marine","2_3",0.244748597034494
"M22","marine","2_3",0.0859876139245058
"M23","marine","2_3",0.081333164554863
"M24","marine","2_3",0.163997205532278
"M26","marine","2_3",0.221840729693591
"M27","marine","2_3",0.112252860054128
"M28","marine","2_3",0.0491431622200483
"M29","marine","2_3",0.124196942491035
"M3","marine","2_3",0.123924716479377
"M30","marine","2_3",0.170806049026191
"M31","marine","2_3",0.595145368853485
"M32","marine","2_3",0.122387035746479
"M33","marine","2_3",0.171724140731274
"M34","marine","2_3",0.0398999724613728
"M35","marine","2_3",0.10735291953785
"M36","marine","2_3",0.0235034992330037
"M37","marine","2_3",0.0555585253702607
"M38","freshwater","2_3",0.038360201058146
"M39","marine","2_3",0.0582957936523795
"M4","marine","2_3",0.235073366893955
"M40","marine","2_3",0.139505121397346
"M41","freshwater","2_3",0.209959178397261
"M43","freshwater","2_3",0.0743645706666625
"M44","marine","2_3",0.169789868257542
"M45","freshwater","2_3",0.101902726634991
"M46","freshwater","2_3",0.0211618264624592
"M47","marine","2_3",0.176515891254951
"M48","marine","2_3",0.232022890514025
"M49","marine","2_3",0.0869769995025755
"M5","marine","2_3",0.131842046146464
"M50","marine","2_3",0.158733920491511
"M51","freshwater","2_3",0.189535558643677
"M52","freshwater","2_3",0.134116127585004
"M53","freshwater","2_3",0.0881216146502989
"M54","freshwater","2_3",4.01838489297865
"M56","marine","2_3",0.196222201014474
"M57","marine","2_3",0.077894721443512
"M58","marine","2_3",0.132618222081982
"M59","marine","2_3",0.198328931173599
"M6","marine","2_3",1.09703844737941
"M60","freshwater","2_3",0.100676944402383
"M61","marine","2_3",0.0526501579745626
"M63","marine","2_3",0.0429504348266387
"M64","marine","2_3",0.274699104713282
"M65","freshwater","2_3",0.146262296245986
"M66","marine","2_3",0.0993298304984194
"M67","freshwater","2_3",0.0368989453721102
"M68","freshwater","2_3",0.0743645706666625
"M69","marine","2_3",0.0841715247556439
"M7","freshwater","2_3",0.121023785441261
"M70","marine","2_3",0.00462978636948757
"M71","freshwater","2_3",0.0681418012399987
"M72","marine","2_3",0.0808920600963305
"M73","marine","2_3",0.0517868820177117
"M74","marine","2_3",0.0145566086240281
"M75","marine","2_3",0.212378468433101
"M76","marine","2_3",0.163565509124531
"M77","marine","2_3",0.305653265994459
"M78","marine","2_3",0.0276643702644399
"M79","marine","2_3",0.166645028518301
"M8","marine","2_3",0.0741408277202017
"M80","marine","2_3",0.166677217755065
"M81","marine","2_3",0.11754476424846
"M82","marine","2_3",0.0419579938126765
"M83","marine","2_3",0.0539837869036306
"M85","marine","2_3",0.116765075475327
"M86","freshwater","2_3",0.140039961716468
"M87","marine","2_3",0.0999910317637019
"M88","marine","2_3",0.128121697960934
"M89","marine","2_3",0.0163462626212779
"M9","marine","2_3",0.15785420118121
"M90","marine","2_3",0.00232421529253704
"M91","marine","2_3",0.00271811206085617
"M93","marine","2_3",0.126436758565238
"M94","marine","2_3",0.78945490589004
"M95","marine","2_3",0.0432246518742513
"M96","marine","2_3",0.11741543673062
"M97","marine","2_3",0.0315904174475244
"M98","freshwater","2_3",0.0620976854849433
"M99","freshwater","2_3",0.0486393683710428
"2","marine","3_4",0.084049371835438
"7","marine","3_4",0.123513961842695
"24","marine","3_4",0.11990702631783
"34","marine","3_4",0.13537052598515
"40","marine","3_4",0.119519888935638
"41","marine","3_4",0.110098897450639
"46","marine","3_4",0.0780610506225557
"48","marine","3_4",0.37299697753204
"53","marine","3_4",0.103399958874796
"58","marine","3_4",0.0763289663508434
"68","marine","3_4",0.0833083832747762
"99","marine","3_4",0.0681756066889094
"105","marine","3_4",0.101412005492508
"107","marine","3_4",0.122316907998067
"108","marine","3_4",0.121337046087998
"115","marine","3_4",0.0848047988536503
"116","marine","3_4",0.146668867666613
"118","marine","3_4",0.0415815128516561
"133","marine","3_4",0.0572412627289693
"135","marine","3_4",0.127867462882845
"136","marine","3_4",0.155147308794307
"137","marine","3_4",0.159828746000475
"145","marine","3_4",0.126056008145528
"153","marine","3_4",0.0832902293094283
"179","marine","3_4",0.0355633026219953
"180","marine","3_4",0.0524977246001113
"189","marine","3_4",0.0938513262720182
"217","marine","3_4",0.0966797892853495
"218","marine","3_4",0.0330069726741587
"227","marine","3_4",0.125725507924914
"232","marine","3_4",0.0310218856794783
"239","marine","3_4",0.0942555968083042
"240","marine","3_4",0.106455298038116
"241","marine","3_4",0.116970500137616
"243","marine","3_4",0.0515947727371973
"246","marine","3_4",0.0351294043164911
"252","marine","3_4",0.186887544757789
"266","marine","3_4",0.00907115062458504
"267","marine","3_4",0.179782879813672
"269","marine","3_4",0.166226017973741
"279","marine","3_4",0.133038330593916
"282","marine","3_4",0.0553012095995358
"289","marine","3_4",0.0471724564391456
"291","marine","3_4",0.0980801102178639
"305","marine","3_4",0.129985244411649
"311","marine","3_4",0.0464820354762927
"312","marine","3_4",0.0308978831693005
"318","marine","3_4",0.0284682024078933
"320","marine","3_4",0.182026847963785
"323","marine","3_4",0.151192004289485
"324","marine","3_4",0.0950835130276896
"325","marine","3_4",0.158248645218799
"328","marine","3_4",0.0948083468030018
"335","marine","3_4",0.108000603261023
"400","marine","3_4",0.133699992923392
"401","marine","3_4",0.0717155424606851
"403","marine","3_4",0.0862765095782106
"405","marine","3_4",0.100287168719351
"406","marine","3_4",0.152895902871663
"407","marine","3_4",0.206621473589736
"410","marine","3_4",0.136807638540346
"411","marine","3_4",0.115235948765982
"412","marine","3_4",0.0609667495857502
"413","marine","3_4",0.179627189616067
"414","marine","3_4",0.132238336090135
"415","marine","3_4",0.0794387756968537
"429","marine","3_4",0.0619606494158908
"431","marine","3_4",0.0658684083184549
"432","marine","3_4",0.110663877873228
"433","marine","3_4",0.01726379394297
"434","marine","3_4",7.8240946197236e-05
"435","marine","3_4",0.000347576717721164
"436","marine","3_4",0.0723829175475839
"438","marine","3_4",0.0827849364973661
"439","marine","3_4",0.0738996626281484
"441","marine","3_4",0.0876309911508578
"443","marine","3_4",0.184862440882467
"444","marine","3_4",0.049349609254745
"446","marine","3_4",0.129590595179039
"447","marine","3_4",0.127781562348052
"448","marine","3_4",0.201656259665203
"450","marine","3_4",0.126698534941106
"452","marine","3_4",0.0731453632768973
"456","marine","3_4",0.0832125147765399
"457","marine","3_4",0.190317321423794
"459","marine","3_4",0.0782728637748289
"461","marine","3_4",0.177960679135328
"462","marine","3_4",0.0984083437694093
"464","marine","3_4",0.0507162486379153
"465","marine","3_4",0.130035391744552
"466","marine","3_4",0.159870833389031
"467","marine","3_4",0.0897576650358248
"468","marine","3_4",0.0338016434253105
"473","marine","3_4",0.200736924928308
"477","marine","3_4",0.160575176795586
"478","marine","3_4",0.239801390691365
"479","marine","3_4",0.24110032455969
"485","marine","3_4",0.183794660724457
"486","marine","3_4",0.119030369205571
"487","marine","3_4",0.0958775727574711
"488","marine","3_4",0.0802589602104399
"489","marine","3_4",0.0698660287516701
"490","marine","3_4",0.138168118203448
"495","marine","3_4",0.161835514121812
"496","marine","3_4",0.140800079831235
"497","marine","3_4",0.14130956497216
"499","marine","3_4",0.0664273496843739
"513","marine","3_4",0.132278214726281
"518","marine","3_4",0.133013833218504
"519","marine","3_4",0.0840424494857882
"520","marine","3_4",0.0653989161354578
"521","marine","3_4",0.137569338928939
"526","marine","3_4",0.0793321770341287
"537","marine","3_4",0.201879221420765
"567","marine","3_4",0.0461610621721262
"568","marine","3_4",0.00915347532766126
"608","marine","3_4",0.0810964386653008
"633","marine","3_4",0.119910360858853
"634","marine","3_4",0.118636683621717
"637","marine","3_4",0.0519071468097622
"646","marine","3_4",0.123055503233435
"650","marine","3_4",0.0873461840069467
"651","marine","3_4",0.077604060945472
"655","marine","3_4",0.145723906594967
"658","marine","3_4",0.0445105307110972
"664","marine","3_4",0.0606677799296962
"674","marine","3_4",0.132507700803521
"675","marine","3_4",0.133680608909129
"677","marine","3_4",0.154931197214781
"680","marine","3_4",0.322618578140976
"682","marine","3_4",0.10220980725037
"687","marine","3_4",0.128395679759228
"689","marine","3_4",0.106364907737271
"691","marine","3_4",0.0463907899663404
"692","marine","3_4",0.0184361494160087
"693","marine","3_4",0.00742473286326531
"703","marine","3_4",0.187559524850065
"704","marine","3_4",0.167869373065249
"705","marine","3_4",0.165260037719032
"706","marine","3_4",0.182375534622067
"707","marine","3_4",0.14687829420798
"711","marine","3_4",0.13641355566776
"725","marine","3_4",0.0746357878472676
"726","marine","3_4",0.0814717261792724
"727","marine","3_4",0.0871691320336345
"728","marine","3_4",0.181646753264762
"730","marine","3_4",0.133255299144355
"731","marine","3_4",0.192585749459583
"732","marine","3_4",0.133067046387507
"733","marine","3_4",0.13954828914283
"734","marine","3_4",0.143169656431534
"735","marine","3_4",0.142542770075613
"736","marine","3_4",0.134290187696153
"737","marine","3_4",0.13882721573163
"738","marine","3_4",0.158033809038048
"739","marine","3_4",0.217445005200855
"740","marine","3_4",0.12404439595901
"741","marine","3_4",0.200300941480826
"742","marine","3_4",0.037981341020905
"743","marine","3_4",0.107425805001409
"744","freshwater","3_4",0.0464767415242083
"M1","marine","3_4",0.13987554431046
"M10","marine","3_4",0.192951213756056
"M100","marine","3_4",0.121416621412376
"M101","marine","3_4",0.0611560638277419
"M102","marine","3_4",0.0238978934028733
"M103","marine","3_4",0.0747503765456175
"M104","freshwater","3_4",0.0791345182527426
"M106","marine","3_4",0.14017840549532
"M107","marine","3_4",0.134296755911946
"M108","marine","3_4",0.139395690201976
"M109","marine","3_4",0.0572624532492481
"M11","marine","3_4",0.195086365429937
"M110","marine","3_4",0.180004910236865
"M111","marine","3_4",0.10744799226265
"M112","marine","3_4",0.0394994304610683
"M113","marine","3_4",0.0281212559187215
"M114","marine","3_4",0.177071213646752
"M115","marine","3_4",0.0799960464989606
"M116","marine","3_4",0.0362096386279367
"M12","marine","3_4",0.206510750274375
"M13","marine","3_4",0.100538188508392
"M14","freshwater","3_4",0.134077132688239
"M15","freshwater","3_4",0.0671022045686007
"M16","freshwater","3_4",0.042616874865069
"M17","marine","3_4",0.0981742866434528
"M18","marine","3_4",0.0921566319393163
"M19","marine","3_4",0.163988745925648
"M2","marine","3_4",0.106275277953737
"M20","marine","3_4",0.333528560428746
"M21","marine","3_4",0.123771485955421
"M22","marine","3_4",0.0661475135089987
"M23","marine","3_4",0.0521231283142066
"M24","marine","3_4",0.0899208927682721
"M26","marine","3_4",0.155060937271831
"M27","marine","3_4",0.155334782169825
"M28","marine","3_4",0.0648328544184126
"M29","marine","3_4",0.0842281965790121
"M3","marine","3_4",0.111803001672845
"M30","marine","3_4",0.135880281792591
"M31","marine","3_4",0.338330147342999
"M32","marine","3_4",0.221494394207517
