"new.id","eff","Ecosystems","Ecosystem.origin","Ecosystem.type","Ecosystem.type2","resource","consumer","TL","Definition","element","element2"
"12",0.348,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"12",0.342,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"12",0.198,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"12",0.335,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"12",0.379,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"12",0.333,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"12",0.285,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"15",0.67,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore",NA,"I_II","Ingestion","C","Energy"
"15",0.036,"Natural aquatic","Natural","Aquatic","Marine","carnivore","invertebrate","II_III","Ingestion","C","Energy"
"15",0.047,"Natural aquatic","Natural","Aquatic","Marine","carnivore","invertebrate","III_IV","Ingestion","C","Energy"
"15",0.01,"Natural aquatic","Natural","Aquatic","Marine","carnivore","vertebrate endotherm","IV_","Ingestion","C","Energy"
"15",0.83,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore",NA,"I_II","Ingestion","C","Energy"
"15",0.051,"Natural aquatic","Natural","Aquatic","Marine","carnivore","invertebrate","II_III","Ingestion","C","Energy"
"15",0.0064,"Natural aquatic","Natural","Aquatic","Marine","carnivore","invertebrate","III_IV","Ingestion","C","Energy"
"16",0.06,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore",NA,"I_II","Production","C","Energy"
"16",0.25,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore",NA,"II_III","Production","C","Energy"
"17",0.28,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"17",0.079,"Natural aquatic","Natural","Aquatic","Marine","carnivore","invertebrate","II_III","Production","C","Energy"
"18",0.217,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"19",0.28,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"19",0.26,"Natural aquatic","Natural","Aquatic","Marine","carnivore","vertebrate ectotherm","II_III","Production","C","Energy"
"20",0.096,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.191,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.1845,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.239,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.0554,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.1799,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.0506,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.1602,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.14,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.161,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.117,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.054,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.221,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.114,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.072,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.03,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.07,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.0723,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.171,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.06,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.098,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"20",0.114,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Production","C","Energy"
"23",0.165,"Natural aquatic","Natural","Aquatic","Marine","herbivore",NA,"I_II","Ingestion","C","Energy"
"23",0.013,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"II_III","Ingestion","C","Energy"
"23",0.02,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"III_IV","Ingestion","C","Energy"
"23",0.026,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"IV_","Ingestion","C","Energy"
"23",0.004,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"IV_","Ingestion","C","Energy"
"23",0.004,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"IV_","Ingestion","C","Energy"
"24",0.158,"Natural aquatic","Natural","Aquatic","Marine","herbivore",NA,"I_II","Ingestion","C","Energy"
"24",0.0133,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"II_III","Ingestion","C","Energy"
"24",0.0174,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"III_IV","Ingestion","C","Energy"
"24",0.028,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"IV_","Ingestion","C","Energy"
"24",0.167,"Natural aquatic","Natural","Aquatic","Marine","herbivore",NA,"I_II","Ingestion","C","Energy"
"24",0.0117,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"II_III","Ingestion","C","Energy"
"24",0.0164,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"III_IV","Ingestion","C","Energy"
"24",0.0151,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"IV_","Ingestion","C","Energy"
"24",0.184,"Natural aquatic","Natural","Aquatic","Marine","herbivore",NA,"I_II","Ingestion","C","Energy"
"24",0.0108,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"II_III","Ingestion","C","Energy"
"24",0.0265,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"III_IV","Ingestion","C","Energy"
"24",0.0151,"Natural aquatic","Natural","Aquatic","Marine","carnivore",NA,"IV_","Ingestion","C","Energy"
"26",0.026,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore",NA,"I_II","Ingestion","C","Energy"
"26",0.083,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"II_III","Ingestion","C","Energy"
"26",0.153,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"III_IV","Ingestion","C","Energy"
"26",0.066,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"IV_","Ingestion","C","Energy"
"26",0.028,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"IV_","Ingestion","C","Energy"
"26",0.015,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"IV_","Ingestion","C","Energy"
"26",0.005,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"IV_","Ingestion","C","Energy"
"26",0.002,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"IV_","Ingestion","C","Energy"
"26",0.001,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore",NA,"IV_","Ingestion","C","Energy"
"27",0.0034,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0039,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0039,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.014,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0075,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0183,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0074,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0038,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0239,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0225,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0155,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.019,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0162,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0104,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0173,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0203,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.018,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0166,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0202,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0052,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0053,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0025,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0039,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"27",0.0039,"Artificial terrestrial","Artificial","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",0.002,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",0.001,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",4e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",2e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",2e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",5e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",6e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",0.001,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",1e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",0.001,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",6e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",5e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",2e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",4e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",2e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"28",2e-04,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","vertebrate endotherm","I_II","Production","C","Energy"
"29",0.033,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.023,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.014,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.016,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.013,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.011,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.008,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.008,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.007,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.004,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.004,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"29",0.002,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore","invertebrate","I_II","Production","C","Energy"
"30",0.01,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore",NA,"I_II","Production","C","Energy"
"30",0.01,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore",NA,"I_II","Production","C","Energy"
"30",0.02,"Natural terrestrial","Natural","Terrestrial","Terrestrial","herbivore",NA,"I_II","Production","C","Energy"
"30",0.11,"Natural terrestrial","Natural","Terrestrial","Terrestrial","carnivore",NA,"II_III","Production","C","Energy"
"30",0.26,"Natural terrestrial","Natural","Terrestrial","Terrestrial","carnivore",NA,"II_III","Production","C","Energy"
"30",0.12,"Natural terrestrial","Natural","Terrestrial","Terrestrial","carnivore",NA,"II_III","Production","C","Energy"
"31",0.165,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"31",0.013,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"31",0.019,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"31",0.025,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"31",0.002,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"32",0.3,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.034,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.1,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"32",0.165,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.009,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.01,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"32",0.007,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"32",0.221,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.007,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.008,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"32",0.201,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.006,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.015,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"32",0.245,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.056,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.0015,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"32",0.203,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.016,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.0237,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"32",0.036,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"32",0.2,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.041,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.003,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"32",0.004,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"32",0.039,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"32",0.042,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"32",0.017,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"33",0.27,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"33",0.0054,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"33",0.016,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"33",0.015,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"33",0.289,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"33",0.0084,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"33",0.02,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"33",0.0062,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"33",0.297,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"33",0.0028,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"33",0.052,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"33",0.017,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"33",0.292,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"33",0.0102,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"33",0.026,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"33",0.03,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"33",0.008,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"34",0.035,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"34",0.083,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"34",0.008,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"34",0.011,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"34",0.174,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"34",0.07,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"34",0.033,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"34",0.017,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"34",0.071,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"34",0.032,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"34",0.071,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"34",0.064,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"34",0.024,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"34",0.032,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"34",0.056,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.337,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"35",0.062,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"35",0.416,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"35",0.024,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.016,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.026,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.351,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"35",0.147,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"35",0.056,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"35",0.217,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.062,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.007,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.375,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"35",0.085,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"35",0.209,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"35",0.222,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.018,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.009,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",0.381,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"35",0.056,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"35",0.441,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"35",0.074,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"35",6e-04,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"36",0.15,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore",NA,"I_II","Production","C","Energy"
"41",0.0151,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"41",0.0803,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"41",6e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"41",8e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"41",0.0166,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"41",0.0959,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"41",2e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"41",1e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"41",0.043,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"41",0.0401,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"41",0.0087,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"41",0.0835,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"41",4e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"41",2e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"41",0.0109,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"41",0.0716,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
