"new.id","eff","Ecosystems","Ecosystem.origin","Ecosystem.type","Ecosystem.type2","resource","consumer","TL","Definition","element","element2"
"41",0.0019,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"41",0.103,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"42",0.0259,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"42",0.0801,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"42",0.151,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"42",0.0665,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",0.0251,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",0.0117,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",0.0012,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",9e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",0.0311,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"42",0.0976,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"42",0.135,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"42",0.0632,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",0.0266,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",0.0113,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",0.001,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"42",3e-04,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"43",0.59,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Production","C","Energy"
"43",0.52,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Production","C","Energy"
"43",0.54,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Production","C","Energy"
"43",0.54,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Production","C","Energy"
"43",0.54,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Production","C","Energy"
"43",0.54,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Production","C","Energy"
"43",0.54,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Production","C","Energy"
"43",0.54,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Production","C","Energy"
"43",0.54,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Production","C","Energy"
"54",0.161,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"54",0.063,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"54",0.045,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"54",0.021,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"54",0.007,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"54",0.194,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"54",0.075,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"54",0.049,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"54",0.027,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"54",0.009,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"54",0.31,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"54",0.106,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"54",0.063,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"54",0.009,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"54",0.357,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"54",0.043,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"54",0.035,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"54",0.025,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"54",0.009,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","IV_","Ingestion","C","Energy"
"59",0.088,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"59",0.055,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"59",0.13,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"60",0.758,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"60",0.09,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"61",0.158,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore","aggregated","I_II","Ingestion","C","Energy"
"61",0.114,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Ingestion","C","Energy"
"61",0.055,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"62",0.52,"Natural aquatic","Natural","Aquatic","Marine","herbivore","aggregated","I_II","Ingestion","C","Energy"
"62",0.183,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"62",0.072,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"62",0.07,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"62",0.012,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"64",0.213,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore","aggregated","I_II","Production","C","Energy"
"64",0.42,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Production","C","Energy"
"64",0.005,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Production","C","Energy"
"64",0.275,"Natural aquatic","Natural","Aquatic","Freshwater","detritivore","aggregated","I_II","Production","C","Energy"
"64",0.058,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","II_III","Production","C","Energy"
"64",0.01,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","aggregated","III_IV","Production","C","Energy"
"66",0.004838735,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.007707409,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.007104186,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.005558861,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.009584724,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.014485269,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.004493039,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.00892896,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.14559846,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.02934121,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.04394309,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.02469646,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.18370239,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.03230834,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.87022901,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.03323342,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.26268208,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.1616679,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.22508738,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.05217528,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.13906745,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"66",0.01026047,"Natural aquatic","Natural","Aquatic","Freshwater","carnivore","invertebrate","II_III","Production","C","Energy"
"69",0.75,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"69",0.2817,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"69",0.0407,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"70",0.2605,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"70",0.182,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"70",0.0699,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"70",0.0294,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"71",0.014,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore","invertebrate","I_II","Production","C","Energy"
"72",0.014,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"73",0.004,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"74",0.008,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore",NA,"I_II","Production","C","Energy"
"75",0.02,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","invertebrate","I_II","Ingestion","C","Energy"
"77",0.002011229,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002811038,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.001275544,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000436881,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002390814,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.001766087,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002075646,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.00049114,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000289803,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.001802502,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.003702202,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.008670122,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000987342,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.00061442,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.004174927,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002917798,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.005091194,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000987342,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000320264,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.003831757,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002739391,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.003452161,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.001089539,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000710309,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002836,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.001268609,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.001907839,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000942461,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000489691,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002836,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002861235,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.004589852,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000695078,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.003818774,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.013100642,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.001978765,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.003266148,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.000400922,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.002789226,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"77",0.006923358,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"80",0.24,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"80",0.21,"Natural aquatic","Natural","Aquatic","Marine","carnivore","invertebrate","II_III","Production","C","Energy"
"81",0.03,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.064,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.087,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.073,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.027,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.055,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.056,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.03,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.031,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.033,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.023,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.026,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.011,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.009,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.007,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.009,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.012,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.04,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.026,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.021,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.029,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"81",0.013,"Natural aquatic","Natural","Aquatic","Marine","herbivore","invertebrate","I_II","Production","C","Energy"
"83",0.057,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"83",0.168,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"83",0.18,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"83",0.005,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"83",0.165,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"83",0.045,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"83",0.159,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"83",0.156,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"83",0.051,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"83",0.042,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"83",0.067,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","aggregated","I_II","Ingestion","C","Energy"
"83",0.104,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","II_III","Ingestion","C","Energy"
"83",0.153,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","III_IV","Ingestion","C","Energy"
"83",0.052,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"83",0.041,"Natural aquatic","Natural","Aquatic","Marine","carnivore","aggregated","IV_","Ingestion","C","Energy"
"84",0.0235,"Natural aquatic","Natural","Aquatic","Marine","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"85",0.55,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore","invertebrate","I_II","Ingestion","C","Energy"
"85",0.357,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore","invertebrate","I_II","Ingestion","C","Energy"
"85",0.226,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore","invertebrate","I_II","Ingestion","C","Energy"
"85",0.221,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore","invertebrate","I_II","Ingestion","C","Energy"
"87",0.3589,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.2168,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.3192,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0871,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1633,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0942,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0568,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1306,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0444,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1538,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0436,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.2838,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1271,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0971,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1099,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0488,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1365,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0168,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.2208,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0268,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0536,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0241,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0731,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0437,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0095,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0167,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0319,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.3112,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.2061,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.2786,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0283,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.3443,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.3882,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0406,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0112,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1159,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0906,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1067,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0986,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0839,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0962,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0899,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0733,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1496,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.123,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.055,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.0399,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
"87",0.1959,"Natural aquatic","Natural","Aquatic","Freshwater","herbivore + detritivore","invertebrate","I_II","Production","C","Energy"
